locus_tag	ftype	length_bp	gene	EC_number	COG	product
HFFIBJOL_03954	CDS	2043				Multidrug resistance protein 3 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03955	CDS	1146				Fused nickel transport protein NikMN [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03956	CDS	762				Energy-coupling factor transporter transmembrane protein EcfT [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03957	CDS	831				Cobalt import ATP-binding protein CbiO [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03958	CDS	1206				D-alanyl-D-alanine carboxypeptidase precursor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03959	CDS	162				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03960	CDS	816				Glucose 1-dehydrogenase 1 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03961	CDS	849				EamA-like transporter family protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03962	CDS	1653				Penicillin-binding protein A [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03963	CDS	348				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03964	CDS	1725				putative dolichyl-phosphate-mannose--protein mannosyltransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03965	CDS	870				Ribosomal RNA small subunit methyltransferase I [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03966	CDS	480				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03967	CDS	876				putative deoxyribonuclease YcfH [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03968	CDS	1677				Resuscitation-promoting factor Rpf2 precursor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03969	CDS	891				Ribosomal RNA small subunit methyltransferase A [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03970	CDS	906				4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03971	CDS	705				putative hydrolase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03972	CDS	1800				putative ABC transporter ATP-binding protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03973	CDS	717				putative transcriptional regulatory protein NarL [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03974	CDS	297				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03975	CDS	1671				Sodium/glucose cotransporter [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03976	CDS	1044				Galactose-1-phosphate uridylyltransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03977	CDS	972				UDP-glucose 4-epimerase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03978	CDS	1233				Galactokinase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03979	CDS	780				Transcriptional regulatory protein DegU [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03980	CDS	2085				Beta-galactosidase bgaB [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03981	CDS	906				Cyclopentanol dehydrogenase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03982	CDS	498				Multiple antibiotic resistance protein MarR [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03983	CDS	819				Trans-aconitate 2-methyltransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03984	CDS	369				Glyoxalase-like domain protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03985	CDS	687				HTH-type transcriptional repressor KstR2 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03986	CDS	1014				Fatty acid desaturase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03987	CDS	2775				Phosphoenolpyruvate carboxylase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03988	CDS	600				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03989	CDS	549				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03990	CDS	594				Peptidyl-tRNA hydrolase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03991	CDS	585				50S ribosomal protein L25 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03992	CDS	975				Ribose-phosphate pyrophosphokinase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03993	CDS	1458				Bifunctional protein GlmU [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03994	tRNA	74				tRNA-Gln(ttg)
HFFIBJOL_03995	CDS	864				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03996	CDS	1413				Sensor histidine kinase LiaS [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03997	CDS	585				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03998	CDS	513				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_03999	CDS	1008				SMI1 / KNR4 family protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04000	CDS	2736				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04001	CDS	960				Biofilm regulatory protein A precursor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04002	CDS	1155				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04003	CDS	1512				Multidrug resistance protein 3 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04004	CDS	3537				Transcription-repair-coupling factor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04005	CDS	357				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04006	CDS	519				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04007	CDS	570				Chloramphenicol 3-O phosphotransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04008	CDS	1464				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04009	CDS	765				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04010	CDS	648				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04011	CDS	1062				Nucleoside triphosphate pyrophosphohydrolase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04012	CDS	1362				Inner membrane transport protein YnfM [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04013	CDS	915				HTH-type transcriptional regulator GltC [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04014	CDS	351				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04015	CDS	1344				Cytochrome P450 107B1 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04016	CDS	987				Resuscitation-promoting factor RpfD [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04017	CDS	693				Resuscitation-promoting factor RpfA precursor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04018	CDS	1290				Enolase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04019	CDS	450				Cell division protein FtsL [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04020	CDS	558				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04021	CDS	945				Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04022	CDS	1404				NADH dehydrogenase-like protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04023	CDS	1311				Cyclopropane-fatty-acyl-phospholipid synthase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04024	CDS	2541				Macrolide export ATP-binding/permease protein MacB [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04025	CDS	780				putative ABC transporter ATP-binding protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04026	tRNA	83				tRNA-Leu(taa)
HFFIBJOL_04027	CDS	489				STAS domain protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04028	CDS	291				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04029	CDS	402				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04030	CDS	192				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04031	CDS	309				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04032	CDS	402				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04033	CDS	147				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04034	CDS	399				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04035	CDS	861				Bax inhibitor 1 like protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04036	CDS	228				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04037	CDS	306				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04038	CDS	909				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04039	CDS	1221				3-ketoacyl-CoA thiolase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04040	CDS	1032				GDSL-like Lipase/Acylhydrolase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04041	CDS	1581				Putative cystathionine beta-synthase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04042	CDS	426				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04043	CDS	1443				putative allantoin permease [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04044	CDS	588				Cysteine dioxygenase type I [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04045	CDS	897				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04046	CDS	1017				Ribose operon repressor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04047	CDS	462				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04048	CDS	732				Trypsin precursor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04049	CDS	1548				Tripeptidyl aminopeptidase precursor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04050	CDS	192				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04051	CDS	150				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04052	CDS	921				putative DNA-binding transcriptional regulator [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04053	CDS	582				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04054	CDS	1353				putative amino acid permease YhdG [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04055	CDS	1368				Diaminopimelate decarboxylase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04056	CDS	1269				Hydrogen cyanide synthase subunit HcnC precursor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04057	CDS	1872				Hydrogen cyanide synthase subunit HcnB [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04058	CDS	948				putative DapA-like lyase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04059	CDS	1041				Proline racemase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04060	CDS	588				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04061	CDS	1659				Urocanate hydratase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04062	CDS	1575				N-carbamoyl-L-amino acid hydrolase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04063	CDS	1407				8-oxoguanine deaminase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04064	CDS	1209				Imidazolonepropionase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04065	CDS	435				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04066	CDS	648				Transcriptional regulatory protein DegU [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04067	CDS	1188				Sensor histidine kinase LiaS [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04068	CDS	720				Methyltransferase domain protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04069	CDS	1008				RNA polymerase sigma factor SigF [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04070	CDS	369				Anti-sigma-B factor antagonist [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04071	CDS	498				Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04072	CDS	786				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04073	CDS	945				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04074	CDS	1161				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04075	CDS	1359				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04076	CDS	1527				Di-/tripeptide transporter [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04077	CDS	681				Sensory transduction protein regX3 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04078	CDS	1251				Signal transduction histidine-protein kinase ArlS [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04079	CDS	543				GtrA-like protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04080	CDS	438				Chagasin family peptidase inhibitor I42 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04081	CDS	1140				N5-carboxyaminoimidazole ribonucleotide synthase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04082	CDS	537				N5-carboxyaminoimidazole ribonucleotide mutase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04083	CDS	1197				Membrane dipeptidase (Peptidase family M19) [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04084	CDS	1017				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04085	CDS	726				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04086	CDS	1341				UDP-glucose 6-dehydrogenase YwqF [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04087	CDS	1122				Acyl-CoA dehydrogenase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04088	CDS	315				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04089	CDS	834				Helix-turn-helix protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04090	CDS	522				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04091	CDS	207				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04092	CDS	1323				Putative transcriptional regulator YvhJ [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04093	CDS	552				putative acyl-CoA thioester hydrolase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04094	CDS	696				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04095	CDS	1452				Putative transcriptional regulator YwtF [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04096	CDS	1062				Beta-monoglucosyldiacylglycerol synthase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04097	CDS	1431				Multidrug resistance protein stp [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04098	CDS	1107				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04099	CDS	1983				Putative transcriptional regulator YwtF [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04100	CDS	1791				Putative transcriptional regulator YwtF [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04101	CDS	1287				Putative transcriptional regulator YwtF [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04102	CDS	753				acyl-CoA synthetase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04103	CDS	1410				N-acetylmuramoyl-L-alanine amidase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04104	CDS	1083				D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04105	CDS	915				DNA-3-methyladenine glycosylase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04106	CDS	1356				Coenzyme F420:L-glutamate ligase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04107	CDS	957				2-phospho-L-lactate transferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04108	CDS	498				Cysteine dioxygenase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04109	CDS	264				Transcriptional regulator WhiB [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04110	CDS	3861				N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04111	CDS	1548				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04112	CDS	774				hypothetical protein
HFFIBJOL_04113	CDS	309				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04114	CDS	1617				L-lactate permease [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04115	CDS	1359				Phosphomannomutase/phosphoglucomutase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04116	CDS	183				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04117	CDS	1143				bifunctional phosphoglucose/phosphomannose isomerase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04118	CDS	1230				Mannose-6-phosphate isomerase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04119	CDS	960				ferrous iron efflux protein F [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04120	CDS	2529				PTS system mannose-specific EIIBCA component [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04121	CDS	1458				Adenosylhomocysteinase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04122	CDS	615				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04123	CDS	1125				RDD family protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04124	CDS	1008				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04125	rRNA	1524				16S ribosomal RNA
HFFIBJOL_04126	rRNA	3117				23S ribosomal RNA
HFFIBJOL_04127	rRNA	111				5S ribosomal RNA
HFFIBJOL_04128	CDS	1311				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04129	CDS	966				ATPase family associated with various cellular activities (AAA) [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04130	CDS	1227				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04131	CDS	681				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04132	CDS	1452				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04133	CDS	1173				Methylthioribose-1-phosphate isomerase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04134	CDS	678				DNA-binding response regulator MtrA [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04135	CDS	2340				Sensor histidine kinase MtrB [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04136	CDS	1977				Lipoprotein LpqB precursor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04137	CDS	324				orotate phosphoribosyltransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04138	CDS	693				Light-repressed protein A [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04139	CDS	756				Transcriptional regulatory protein DegU [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04140	CDS	1212				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04141	CDS	2829				preprotein translocase subunit SecA [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04142	CDS	522				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04143	CDS	507				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04144	CDS	693				Phosphoglycolate phosphatase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04145	CDS	567				Putative cysteine protease YraA [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04146	CDS	4977				NAD-specific glutamate dehydrogenase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04147	CDS	840				Teichoic acids export ATP-binding protein TagH [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04148	CDS	936				Teichoic acid translocation permease protein TagG [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04149	CDS	624				Transcriptional regulator, TetR family [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04150	CDS	2232				GlcNAc-PI de-N-acetylase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04151	CDS	579				GtrA-like protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04152	CDS	972				Putative glycosyltransferase CsbB [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04153	CDS	2865				Bacterial membrane protein YfhO [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04154	CDS	2967				CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04155	CDS	1155				putative poly(glycerol-phosphate) alpha-glucosyltransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04156	CDS	1089				putative glycosyltransferase EpsJ [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04157	CDS	978				UDP-glucose 4-epimerase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04158	CDS	1647				putative glycosyltransferase EpsJ [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04159	CDS	2301				CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04160	CDS	969				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04161	CDS	882				L-arabinose transport system permease protein AraQ [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04162	CDS	1353				Inner membrane ABC transporter permease protein YcjO [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04163	CDS	1437				Multiple sugar-binding protein precursor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04164	CDS	3411				ESX-1 secretion system protein EccCa1 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04165	CDS	1749				Serine/threonine-protein kinase PrkC [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04166	CDS	1341				Serine/threonine-protein kinase PrkC [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04167	CDS	1146				Peptide chain release factor 2 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04168	CDS	912				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04169	CDS	189				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04170	CDS	690				Cell division ATP-binding protein FtsE [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04171	CDS	912				Cell division protein FtsX [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04172	CDS	1200				Carboxy-terminal processing protease CtpA precursor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04173	CDS	510				SsrA-binding protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04174	tmRNA	368	ssrA			transfer-messenger RNA, SsrA
HFFIBJOL_04175	CDS	1296				Major Facilitator Superfamily protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04176	CDS	978				HTH-type transcriptional regulator BenM [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04177	CDS	525				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04178	CDS	411				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04179	CDS	258				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04180	CDS	1878				Asparagine synthase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04181	CDS	144				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04182	CDS	1401				Nitrate/nitrite transporter NarK [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04183	CDS	1233				bifunctional uroporphyrinogen-III synthetase/response regulator domain protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04184	CDS	777				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04185	CDS	636				CGNR zinc finger [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04186	CDS	90				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04187	CDS	540				ECF RNA polymerase sigma factor SigL [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04188	CDS	741				Anti-sigma-L factor RslA [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04189	CDS	2424				Helicase IV [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04190	CDS	1434				NAD-dependent malic enzyme [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04191	CDS	282				DNA-binding protein HU [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04192	CDS	1347				UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04193	CDS	591				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04194	CDS	897				hypothetical protein
HFFIBJOL_04195	CDS	120				hypothetical protein
HFFIBJOL_04196	CDS	225				hypothetical protein
HFFIBJOL_04197	CDS	1182				Purine efflux pump PbuE [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04198	CDS	294				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04199	CDS	426				Subtilisin inhibitor-like protein 5 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04200	CDS	1299				putative ABC transporter-binding protein precursor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04201	CDS	960				Inner membrane ABC transporter permease protein YcjO [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04202	CDS	891				Inner membrane ABC transporter permease protein YcjP [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04203	CDS	1674				Beta-hexosaminidase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04204	CDS	864				Carbon monoxide dehydrogenase medium chain [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04205	CDS	2157				Carbon monoxide dehydrogenase small chain [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04206	CDS	2319				putative xanthine dehydrogenase subunit D [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04207	CDS	699				Protein involved in sporulation [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04208	CDS	213				hypothetical protein [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04209	tRNA	73				tRNA-Cys(gca)
HFFIBJOL_04210	CDS	603				Chemotaxis response regulator protein-glutamate methylesterase of group 3 operon [Streptomyces rimosus subsp.rimosus]
HFFIBJOL_04211	CDS	1554				Multidrug resistance protein 3 [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04212	CDS	1797				Reverse gyrase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04213	CDS	642				HTH-type transcriptional regulator KipR [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04214	CDS	780				Lon protease [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04215	CDS	999				Putative osmoprotectant uptake system substrate-binding protein OsmF precursor [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04216	CDS	903				Glycine betaine/carnitine/choline transport system permease protein OpuCB [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04217	CDS	1254				Carnitine transport ATP-binding protein OpuCA [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04218	CDS	648				Choline transport system permease protein OpuBB [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04219	CDS	468				Regulatory protein AsnC [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04220	CDS	1146				4-hydroxyphenylpyruvate dioxygenase [Streptomyces rimosus subsp. rimosus]
HFFIBJOL_04221	CDS	1365				putative FAD-linked oxidoreductase [Streptomyces rimosus subsp. rimosus]
