locus_tag	ftype	length_bp	gene	EC_number	COG	product
FGFFFLIJ_03452	CDS	360				putative dihydroneopterin aldolase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03453	CDS	489				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03454	CDS	921				Dihydropteroate synthase 1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03455	CDS	1845				Lysylphosphatidylglycerol biosynthesis bifunctional protein LysX [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03456	CDS	1116				Putative esterase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03457	CDS	606				GTP cyclohydrolase 1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03458	CDS	2016				ATP-dependent zinc metalloprotease FtsH [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03459	CDS	594				Hypoxanthine phosphoribosyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03460	CDS	1083				tRNA(Ile)-lysidine synthase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03461	CDS	1155				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03462	CDS	1629				D-alanyl-D-alanine carboxypeptidase DacC precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03463	CDS	498				Inorganic pyrophosphatase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03464	CDS	1800				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03465	CDS	720				Inner membrane protein YqjA [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03466	CDS	372				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03467	CDS	759				HTH-type transcriptional activator TipA [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03468	CDS	675				Leucine efflux protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03469	CDS	411				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03470	CDS	849				Helix-turn-helix protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03471	CDS	429				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03472	CDS	474				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03473	CDS	1050				Multifunctional cyclase-dehydratase-3-O-methyl transferase TcmN [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03474	CDS	663				NAD(P)H dehydrogenase (quinone) [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03475	CDS	1413				Glutamate decarboxylase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03476	CDS	663				Transcriptional regulator PadR-like family protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03477	CDS	738				Glyoxalase-like domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03478	CDS	369				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03479	CDS	546				DinB superfamily protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03480	CDS	1458				Putative aldehyde dehydrogenase YfmT [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03481	CDS	864				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03482	CDS	498				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03483	CDS	240				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03484	CDS	237				30S ribosomal protein S18 1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03485	CDS	1236				Putative metal chaperone YciC [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03486	CDS	255				50S ribosomal protein L31 type B [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03487	CDS	165				50S ribosomal protein L33 2 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03488	CDS	237				50S ribosomal protein L28 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03489	CDS	306				30S ribosomal protein S14 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03490	CDS	597				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03491	CDS	846				Glutamine-dependent NAD(+) synthetase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03492	CDS	768				Soluble epoxide hydrolase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03493	CDS	1122				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03494	CDS	312				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03495	CDS	1668				DNA polymerase I, thermostable [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03496	CDS	1059				Carboxylesterase NlhH [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03497	CDS	600				Biofilm operon icaADBC HTH-type negative transcriptional regulator IcaR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03498	CDS	732				Spheroidene monooxygenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03499	CDS	888				Glycerol-3-phosphate regulon repressor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03500	CDS	420				Enamine/imine deaminase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03501	CDS	867				N-hydroxyarylamine O-acetyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03502	CDS	1674				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03503	CDS	879				putative ABC transporter ATP-binding protein YxlF [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03504	CDS	450				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03505	CDS	1224				sensory histidine kinase UhpB [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03506	CDS	699				Transcriptional regulatory protein LiaR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03507	CDS	894				Glycerophosphoryl diester phosphodiesterase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03508	CDS	900				N-acyl homoserine lactonase AttM [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03509	CDS	234				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03510	CDS	1428				Glutamyl-tRNA(Gln) amidotransferase subunit A [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03511	CDS	627				Transcriptional regulator, TetR family [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03512	CDS	825				Pyrroline-5-carboxylate reductase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03513	CDS	1023				Ribosomal RNA large subunit methyltransferase M [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03514	CDS	768				Linear gramicidin dehydrogenase LgrE [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03515	CDS	219				MbtH-like protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03516	CDS	3852				Dimodular nonribosomal peptide synthase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03517	CDS	12423				Linear gramicidin synthase subunit B [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03518	tRNA	86				tRNA-Arg(ccg)
FGFFFLIJ_03519	CDS	1731				Multidrug resistance ABC transporter ATP-binding/permease protein BmrA [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03520	CDS	2532				Aculeacin-A acylase precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03521	tRNA	77				tRNA-Thr(cgt)
FGFFFLIJ_03522	CDS	1602				Carboxylesterase A precursor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03523	CDS	1230				DNA polymerase III subunit tau [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03524	CDS	3228				Thymidylate kinase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03525	CDS	225				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03526	CDS	2859				DNA topoisomerase 1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03527	CDS	435				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03528	CDS	402				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03529	CDS	192				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03530	CDS	1545				Ribosomal RNA small subunit methyltransferase C [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03531	CDS	600				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03532	CDS	2397				K(+)-insensitive pyrophosphate-energized proton pump [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03533	CDS	474				Serine-protein kinase RsbW [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03534	CDS	342				Anti-sigma-B factor antagonist [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03535	CDS	2457				putative ATP-dependent helicase Lhr [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03536	CDS	519				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03537	CDS	300				Quercetin 2,3-dioxygenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03538	CDS	387				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03539	CDS	390				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03540	CDS	243				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03541	CDS	849				Bacterial type II secretion system protein F domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03542	CDS	993				Bacterial type II secretion system protein F domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03543	CDS	1206				Putative conjugal transfer protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03544	CDS	1191				CobQ/CobB/MinD/ParA nucleotide binding domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03545	CDS	939				haloacid dehalogenase-like hydrolase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03546	CDS	822				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03547	CDS	996				CobQ/CobB/MinD/ParA nucleotide binding domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03548	CDS	1290				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03549	CDS	2298				Carbonic anhydrase 1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03550	CDS	2013				Acetyl-coenzyme A synthetase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03551	CDS	1395				Na(+)/H(+) antiporter NhaA [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03552	CDS	459				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03553	CDS	927				Soluble epoxide hydrolase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03554	CDS	1200				Serine protease [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03555	CDS	705				putative NUDIX hydrolase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03556	CDS	1305				Ultraviolet N-glycosylase/AP lyase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03557	CDS	675				cAMP receptor protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03558	CDS	1170				Agmatine deiminase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03559	CDS	600				HTH-type transcriptional regulator TtgR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03560	CDS	831				hydroxyacylglutathione hydrolase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03561	CDS	987				NUDIX domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03562	CDS	465				Endoribonuclease L-PSP [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03563	CDS	162				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03564	CDS	996				Arsenical pump-driving ATPase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03565	CDS	1383				Arsenical pump-driving ATPase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03566	CDS	393				Transcriptional regulator WhiB4 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03567	CDS	2232				Penicillin-binding protein 2D [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03568	CDS	465				Yqey-like protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03569	CDS	939				phosphodiesterase YaeI [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03570	CDS	816				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03571	tRNA	75				tRNA-Pro(cgg)
FGFFFLIJ_03572	CDS	612				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03573	CDS	996				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03574	CDS	114				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03575	CDS	969				Helix-turn-helix domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03576	CDS	1014				Alpha/beta hydrolase family protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03577	CDS	252				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03578	CDS	1170				SPFH domain / Band 7 family protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03579	CDS	651				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03580	CDS	765				GlcNAc-PI de-N-acetylase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03581	CDS	708				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03582	CDS	1200				Oleandomycin glycosyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03583	CDS	600				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03584	CDS	1161				3-oxoacyl-[acyl-carrier-protein] synthase 2 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03585	CDS	1437				Long-chain-fatty-acid--CoA ligase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03586	CDS	462				bifunctional enoyl-CoA hydratase/phosphate acetyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03587	CDS	1026				Guanidinobutyrase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03588	CDS	771				Enoyl-[acyl-carrier-protein] reductase (NADH) [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03589	CDS	2631				Serine/threonine-protein kinase PknD [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03590	CDS	1344				3-oxoacyl-[acyl-carrier-protein] synthase 2 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03591	CDS	990				R2-like ligand binding oxidase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03592	CDS	246				Meromycolate extension acyl carrier protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03593	CDS	1230				cholestanetriol 26-monooxygenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03594	CDS	1596				drug efflux system protein MdtG [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03595	CDS	903				Malonyl CoA-acyl carrier protein transacylase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03596	CDS	1719				Acetolactate synthase isozyme 1 large subunit [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03597	CDS	1242				putative aldehyde dehydrogenase AldY [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03598	CDS	1431				putative multidrug-efflux transporter [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03599	CDS	1272				anaerobic benzoate catabolism transcriptional regulator [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03600	CDS	663				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03601	CDS	462				Nucleoid-associated protein EspR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03602	CDS	381				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03603	CDS	1791				Cytochrome c oxidase subunit 1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03604	CDS	741				Transcriptional regulatory protein DevR (DosR) [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03605	CDS	114				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03606	CDS	1446				Phenol hydroxylase P5 protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03607	CDS	1551				Protoporphyrinogen oxidase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03608	CDS	741				hypothetical protein
FGFFFLIJ_03609	CDS	375				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03610	CDS	390				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03611	CDS	1389				Deoxyribodipyrimidine photo-lyase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03612	CDS	1026				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03613	CDS	846				Methyltransferase domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03614	CDS	1872				Prolyl endopeptidase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03615	CDS	837				Serine/threonine-protein kinase B [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03616	CDS	906				SURF1 family protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03617	CDS	1239				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03618	CDS	672				RNA polymerase sigma-E factor [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03619	CDS	1104				Aspartate-semialdehyde dehydrogenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03620	CDS	1272				Aspartokinase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03621	CDS	666				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03622	CDS	600				Recombination protein RecR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03623	CDS	357				Nucleoid-associated protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03624	CDS	2718				DNA polymerase III subunit tau [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03625	tRNA	86				tRNA-Ser(gga)
FGFFFLIJ_03626	CDS	702				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03627	CDS	765				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03628	CDS	561				Autolytic lysozyme [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03629	CDS	594				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03630	CDS	639				RNA polymerase sigma factor CnrH [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03631	CDS	1026				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03632	CDS	948				putative ABC transporter ATP-binding protein YxlF [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03633	CDS	1338				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03634	CDS	1374				Guanine deaminase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03635	CDS	723				Cysteine-rich secretory protein family protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03636	CDS	447				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03637	CDS	768				putative cobalt transporter subunit (CbtA) [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03638	CDS	219				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03639	CDS	735				Phosphoserine phosphatase 1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03640	CDS	1074				tRNA N6-adenosine threonylcarbamoyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03641	CDS	2655				Alanine--tRNA ligase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03642	CDS	960				N-carbamoyl-D-amino acid hydrolase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03643	CDS	1056				HTH-type transcriptional regulator AscG [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03644	CDS	168				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03645	CDS	588				HTH-type transcriptional repressor ComR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03646	CDS	654				Putative peroxiredoxin bcp [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03647	CDS	765				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03648	CDS	1602				putative ABC transporter ATP-binding protein YheS [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03649	CDS	2091				General stress protein 16U [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03650	CDS	312				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03651	CDS	1254				Enhanced intracellular survival protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03652	CDS	1236				L-glutamine:scyllo-inosose aminotransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03653	CDS	1011				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03654	CDS	1413				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03655	CDS	1485				Putrescine aminotransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03656	CDS	345				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03657	CDS	1521				Cholesterol oxidase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03658	CDS	1728				6'''-hydroxyparomomycin C oxidase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03659	CDS	1011				putative siderophore biosynthesis protein SbnA [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03660	CDS	1146				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03661	CDS	1023				Glucokinase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03662	CDS	1482				cytosine permease [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03663	CDS	543				Pyridoxamine 5'-phosphate oxidase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03664	CDS	228				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03665	CDS	1467				Acylamidase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03666	CDS	894				Phosphotransferase enzyme family protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03667	CDS	780				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03668	CDS	171				50S ribosomal protein L32 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03669	CDS	1191				Putative metal chaperone YciC [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03670	CDS	396				Zinc uptake regulation protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03671	CDS	492				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03672	CDS	651				ECF RNA polymerase sigma factor SigL [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03673	CDS	402				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03674	CDS	297				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03675	CDS	648				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03676	CDS	786				Uracil phosphoribosyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03677	CDS	258				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03678	CDS	540				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03679	CDS	516				tRNA-specific adenosine deaminase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03680	tRNA	88				tRNA-Ser(cga)
FGFFFLIJ_03681	CDS	948				Carboxylesterase NlhH [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03682	CDS	1032				HTH-type transcriptional regulator CdhR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03683	CDS	963				Quercetin 2,3-dioxygenase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03684	CDS	429				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03685	CDS	777				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03686	CDS	276				Sec-independent protein translocase protein TatA [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03687	CDS	1524				Putative transcriptional regulator YwtF [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03688	CDS	2910				Magnesium-transporting ATPase, P-type 1 [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03689	CDS	369				HTH-type transcriptional regulator KmtR [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03690	CDS	165				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03691	CDS	294				Stress responsive A/B Barrel Domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03692	CDS	810				RNA polymerase sigma factor SigF [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03693	CDS	837				RNA polymerase sigma factor SigF [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03694	CDS	360				hypothetical protein
FGFFFLIJ_03695	CDS	243				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03696	CDS	1140				Protein-L-isoaspartate O-methyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03697	CDS	885				NAD(P)H azoreductase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03698	CDS	1056				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03699	CDS	894				HTH-type transcriptional regulator LeuO [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03700	CDS	972				ECF RNA polymerase sigma factor SigJ [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03701	CDS	369				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03702	CDS	309				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03703	CDS	423				Regulatory protein SoxS [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03704	CDS	414				Glyoxalase-like domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03705	CDS	930				Trypsin [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03706	CDS	432				Ankyrin repeats (3 copies) [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03707	CDS	645				Streptogramin A acetyltransferase [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03708	CDS	441				Cupin domain protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03709	CDS	1224				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03710	CDS	669				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03711	CDS	795				MarR family protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03712	CDS	540				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03713	CDS	162				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03714	CDS	279				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03715	CDS	351				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03716	CDS	216				hypothetical protein [Streptomyces rimosus subsp. rimosus]
FGFFFLIJ_03717	CDS	1530				Pentachlorophenol 4-monooxygenase [Streptomyces rimosus subsp. rimosus]
