# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "8" "-p" "-s" "2" "-a" "/home/lukasa/Genome_analysis_project/05-annotation/HP126_prokka_output/HP126_annotation.gtf" "-o" "HP126_counts_61.txt" "-g" "gene_id" "-t" "transcript" "/home/lukasa/Genome_analysis_project/07-RNA_mapping/61_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/lukasa/Genome_analysis_project/07-RNA_mapping/61_sorted.bam
HFFIBJOL_04117	contig_1_pilon	4587903	4589045	+	1143	272
HFFIBJOL_04118	contig_1_pilon	4589236	4590465	+	1230	418
HFFIBJOL_04119	contig_1_pilon	4590589	4591548	+	960	516
HFFIBJOL_04120	contig_1_pilon	4591695	4594223	-	2529	60
HFFIBJOL_04121	contig_1_pilon	4594796	4596253	+	1458	8675
HFFIBJOL_04122	contig_1_pilon	4596386	4597000	+	615	118
HFFIBJOL_04123	contig_1_pilon	4597029	4598153	-	1125	89
HFFIBJOL_04124	contig_1_pilon	4598284	4599291	+	1008	102
HFFIBJOL_04125	contig_1_pilon	4600050	4601573	+	1524	78978
HFFIBJOL_04126	contig_1_pilon	4601879	4604995	+	3117	1540763
HFFIBJOL_04127	contig_1_pilon	4605074	4605184	+	111	161
HFFIBJOL_04128	contig_1_pilon	4605636	4606946	-	1311	8
HFFIBJOL_04129	contig_1_pilon	4606955	4607920	-	966	61
HFFIBJOL_04130	contig_1_pilon	4607901	4609127	-	1227	33
HFFIBJOL_04131	contig_1_pilon	4609124	4609804	-	681	20
HFFIBJOL_04132	contig_1_pilon	4609833	4611284	-	1452	217
HFFIBJOL_04133	contig_1_pilon	4611455	4612627	+	1173	184
HFFIBJOL_04134	contig_1_pilon	4612624	4613301	+	678	1112
HFFIBJOL_04135	contig_1_pilon	4613303	4615642	+	2340	219
HFFIBJOL_04136	contig_1_pilon	4615632	4617608	+	1977	174
HFFIBJOL_04137	contig_1_pilon	4619005	4619328	+	324	142
HFFIBJOL_04138	contig_1_pilon	4619647	4620339	+	693	23528
HFFIBJOL_04139	contig_1_pilon	4620576	4621331	+	756	2199
HFFIBJOL_04140	contig_1_pilon	4621744	4622955	-	1212	45
HFFIBJOL_04141	contig_1_pilon	4623647	4626475	+	2829	3892
HFFIBJOL_04142	contig_1_pilon	4626567	4627088	-	522	0
HFFIBJOL_04143	contig_1_pilon	4627571	4628077	+	507	26
HFFIBJOL_04144	contig_1_pilon	4628258	4628950	+	693	219
HFFIBJOL_04145	contig_1_pilon	4629010	4629576	-	567	445
HFFIBJOL_04146	contig_1_pilon	4630121	4635097	+	4977	3714
HFFIBJOL_04147	contig_1_pilon	4635192	4636031	-	840	6
HFFIBJOL_04148	contig_1_pilon	4636024	4636959	-	936	4
HFFIBJOL_04149	contig_1_pilon	4637279	4637902	+	624	19
HFFIBJOL_04150	contig_1_pilon	4638431	4640662	+	2232	85
HFFIBJOL_04151	contig_1_pilon	4640632	4641210	-	579	1226
HFFIBJOL_04152	contig_1_pilon	4641207	4642178	-	972	5845
HFFIBJOL_04153	contig_1_pilon	4642312	4645176	-	2865	665
HFFIBJOL_04154	contig_1_pilon	4645424	4648390	+	2967	1502
HFFIBJOL_04155	contig_1_pilon	4648387	4649541	+	1155	417
HFFIBJOL_04156	contig_1_pilon	4649604	4650692	+	1089	91
HFFIBJOL_04157	contig_1_pilon	4650743	4651720	-	978	78
HFFIBJOL_04158	contig_1_pilon	4651886	4653532	-	1647	23
HFFIBJOL_04159	contig_1_pilon	4653851	4656151	+	2301	24
HFFIBJOL_04160	contig_1_pilon	4656161	4657129	-	969	593
HFFIBJOL_04161	contig_1_pilon	4657280	4658161	-	882	105
HFFIBJOL_04162	contig_1_pilon	4658158	4659510	-	1353	78
HFFIBJOL_04163	contig_1_pilon	4659611	4661047	-	1437	194
HFFIBJOL_04164	contig_1_pilon	4661276	4664686	-	3411	35
HFFIBJOL_04165	contig_1_pilon	4665167	4666915	+	1749	200
HFFIBJOL_04166	contig_1_pilon	4667143	4668483	+	1341	100
HFFIBJOL_04167	contig_1_pilon	4668618	4669763	+	1146	2460
HFFIBJOL_04168	contig_1_pilon	4670111	4671022	+	912	957
HFFIBJOL_04169	contig_1_pilon	4671192	4671380	-	189	926
HFFIBJOL_04170	contig_1_pilon	4671675	4672364	+	690	240
HFFIBJOL_04171	contig_1_pilon	4672397	4673308	+	912	180
HFFIBJOL_04172	contig_1_pilon	4673376	4674575	+	1200	100
HFFIBJOL_04173	contig_1_pilon	4674594	4675103	+	510	647
HFFIBJOL_04174	contig_1_pilon	4675213	4675580	+	368	591154
HFFIBJOL_04175	contig_1_pilon	4675679	4676974	-	1296	0
HFFIBJOL_04176	contig_1_pilon	4677077	4678054	+	978	10
HFFIBJOL_04177	contig_1_pilon	4678146	4678670	+	525	126
HFFIBJOL_04178	contig_1_pilon	4678705	4679115	-	411	0
HFFIBJOL_04179	contig_1_pilon	4679112	4679369	-	258	2
HFFIBJOL_04180	contig_1_pilon	4679375	4681252	-	1878	36
HFFIBJOL_04181	contig_1_pilon	4681596	4681739	-	144	148
HFFIBJOL_04182	contig_1_pilon	4682072	4683472	+	1401	12
HFFIBJOL_04183	contig_1_pilon	4683613	4684845	+	1233	8
HFFIBJOL_04184	contig_1_pilon	4684916	4685692	-	777	14
HFFIBJOL_04185	contig_1_pilon	4685835	4686470	+	636	12
HFFIBJOL_04186	contig_1_pilon	4686639	4686728	+	90	1
HFFIBJOL_04187	contig_1_pilon	4686779	4687318	+	540	13
HFFIBJOL_04188	contig_1_pilon	4687315	4688055	+	741	27
HFFIBJOL_04189	contig_1_pilon	4688305	4690728	+	2424	109
HFFIBJOL_04190	contig_1_pilon	4691239	4692672	+	1434	1027
HFFIBJOL_04191	contig_1_pilon	4692979	4693260	+	282	838
HFFIBJOL_04192	contig_1_pilon	4693740	4695086	-	1347	321
HFFIBJOL_04193	contig_1_pilon	4695385	4695975	+	591	176
HFFIBJOL_04194	contig_1_pilon	4696013	4696909	+	897	16
HFFIBJOL_04195	contig_1_pilon	4697304	4697423	-	120	2
HFFIBJOL_04196	contig_1_pilon	4697444	4697668	-	225	31
HFFIBJOL_04197	contig_1_pilon	4697884	4699065	+	1182	17
HFFIBJOL_04198	contig_1_pilon	4699052	4699345	+	294	375
HFFIBJOL_04199	contig_1_pilon	4699506	4699931	-	426	115
HFFIBJOL_04200	contig_1_pilon	4700231	4701529	+	1299	1279
HFFIBJOL_04201	contig_1_pilon	4701526	4702485	+	960	362
HFFIBJOL_04202	contig_1_pilon	4702482	4703372	+	891	403
HFFIBJOL_04203	contig_1_pilon	4703437	4705110	+	1674	413
HFFIBJOL_04204	contig_1_pilon	4705522	4706385	+	864	58
HFFIBJOL_04205	contig_1_pilon	4706382	4708538	+	2157	128
HFFIBJOL_04206	contig_1_pilon	4708535	4710853	+	2319	200
HFFIBJOL_04207	contig_1_pilon	4710938	4711636	-	699	35
HFFIBJOL_04208	contig_1_pilon	4712188	4712400	+	213	2
HFFIBJOL_04209	contig_1_pilon	4712463	4712535	-	73	10
HFFIBJOL_04210	contig_1_pilon	4712625	4713227	-	603	24
HFFIBJOL_04211	contig_1_pilon	4713388	4714941	+	1554	16
HFFIBJOL_04212	contig_1_pilon	4714984	4716780	+	1797	128
HFFIBJOL_04213	contig_1_pilon	4717187	4717828	+	642	97
HFFIBJOL_04214	contig_1_pilon	4717901	4718680	+	780	123
HFFIBJOL_04215	contig_1_pilon	4718705	4719703	-	999	121
HFFIBJOL_04216	contig_1_pilon	4719700	4720602	-	903	42
HFFIBJOL_04217	contig_1_pilon	4720599	4721852	-	1254	212
HFFIBJOL_04218	contig_1_pilon	4721845	4722492	-	648	73
HFFIBJOL_04219	contig_1_pilon	4722508	4722975	-	468	44
HFFIBJOL_04220	contig_1_pilon	4723105	4724250	+	1146	463
HFFIBJOL_04221	contig_1_pilon	4724445	4725809	+	1365	265
HFFIBJOL_04222	contig_1_pilon	4725834	4726127	+	294	20
HFFIBJOL_04223	contig_1_pilon	4726230	4727681	+	1452	126
HFFIBJOL_04224	contig_1_pilon	4727855	4728265	+	411	108
HFFIBJOL_04225	contig_1_pilon	4728302	4728778	-	477	866
HFFIBJOL_04226	contig_1_pilon	4729025	4730536	+	1512	62
HFFIBJOL_04227	contig_1_pilon	4730612	4731406	+	795	737
HFFIBJOL_04228	contig_1_pilon	4731514	4731834	-	321	164
HFFIBJOL_04229	contig_1_pilon	4732226	4734625	+	2400	2180
HFFIBJOL_04230	contig_1_pilon	4734747	4735052	+	306	259
HFFIBJOL_04231	contig_1_pilon	4735661	4736257	-	597	115
HFFIBJOL_04232	contig_1_pilon	4736525	4737853	-	1329	141
HFFIBJOL_04233	contig_1_pilon	4737934	4738293	+	360	640
HFFIBJOL_04234	contig_1_pilon	4738293	4738901	+	609	347
HFFIBJOL_04235	contig_1_pilon	4739397	4740872	+	1476	1049
HFFIBJOL_04236	contig_1_pilon	4740977	4741399	+	423	58
HFFIBJOL_04237	contig_1_pilon	4741625	4742617	+	993	21
HFFIBJOL_04238	contig_1_pilon	4742623	4743669	+	1047	1
HFFIBJOL_04239	contig_1_pilon	4743666	4744499	+	834	2
HFFIBJOL_04240	contig_1_pilon	4744496	4745338	+	843	0
HFFIBJOL_04241	contig_1_pilon	4745710	4746015	+	306	44
HFFIBJOL_04242	contig_1_pilon	4746015	4746965	+	951	117
HFFIBJOL_04243	contig_1_pilon	4747419	4748171	+	753	156
HFFIBJOL_04244	contig_1_pilon	4748278	4749546	-	1269	60
HFFIBJOL_04245	contig_1_pilon	4749785	4751095	-	1311	164
HFFIBJOL_04246	contig_1_pilon	4751322	4751555	+	234	347
HFFIBJOL_04247	contig_1_pilon	4751755	4752486	+	732	187
HFFIBJOL_04248	contig_1_pilon	4752678	4752824	+	147	20
HFFIBJOL_04249	contig_1_pilon	4752950	4753360	+	411	95
HFFIBJOL_04250	contig_1_pilon	4753481	4754083	+	603	219
HFFIBJOL_04251	contig_1_pilon	4754156	4754240	-	85	3
HFFIBJOL_04252	contig_1_pilon	4754285	4754956	-	672	244
HFFIBJOL_04253	contig_1_pilon	4754953	4755624	-	672	360
HFFIBJOL_04254	contig_1_pilon	4755794	4757332	-	1539	513
HFFIBJOL_04255	contig_1_pilon	4757822	4758334	+	513	88
HFFIBJOL_04256	contig_1_pilon	4758334	4759731	+	1398	61
HFFIBJOL_04257	contig_1_pilon	4760669	4761136	-	468	236
HFFIBJOL_04258	contig_1_pilon	4761335	4761655	+	321	637
HFFIBJOL_04259	contig_1_pilon	4761832	4762182	+	351	100
HFFIBJOL_04260	contig_1_pilon	4762344	4762664	+	321	93
HFFIBJOL_04261	contig_1_pilon	4762717	4765170	-	2454	861
HFFIBJOL_04262	contig_1_pilon	4765465	4766262	+	798	18
HFFIBJOL_04263	contig_1_pilon	4766270	4767121	+	852	10
HFFIBJOL_04264	contig_1_pilon	4767130	4768170	+	1041	21
HFFIBJOL_04265	contig_1_pilon	4768188	4768901	+	714	109
HFFIBJOL_04266	contig_1_pilon	4769034	4770362	-	1329	6
HFFIBJOL_04267	contig_1_pilon	4770618	4772000	+	1383	116
HFFIBJOL_04268	contig_1_pilon	4772092	4772883	+	792	17
HFFIBJOL_04269	contig_1_pilon	4772895	4773131	+	237	0
HFFIBJOL_04270	contig_1_pilon	4773128	4774675	+	1548	10
HFFIBJOL_04271	contig_1_pilon	4774653	4775714	-	1062	0
HFFIBJOL_04272	contig_1_pilon	4775861	4777447	-	1587	0
HFFIBJOL_04273	contig_1_pilon	4777556	4778197	-	642	0
HFFIBJOL_04274	contig_1_pilon	4778564	4779619	+	1056	7
HFFIBJOL_04275	contig_1_pilon	4779749	4780054	+	306	14
HFFIBJOL_04276	contig_1_pilon	4780152	4780901	+	750	4
HFFIBJOL_04277	contig_1_pilon	4781057	4781914	+	858	76
HFFIBJOL_04278	contig_1_pilon	4782033	4783874	+	1842	2
HFFIBJOL_04279	contig_1_pilon	4783882	4784409	-	528	10
HFFIBJOL_04280	contig_1_pilon	4784406	4785503	-	1098	51
HFFIBJOL_04281	contig_1_pilon	4785560	4786768	+	1209	4
HFFIBJOL_04282	contig_1_pilon	4787070	4787411	+	342	0
HFFIBJOL_04283	contig_1_pilon	4787533	4788291	+	759	6
HFFIBJOL_04284	contig_1_pilon	4788452	4789546	+	1095	12
HFFIBJOL_04285	contig_1_pilon	4789552	4790274	+	723	0
HFFIBJOL_04286	contig_1_pilon	4790271	4791395	+	1125	0
HFFIBJOL_04287	contig_1_pilon	4791388	4792359	+	972	2
HFFIBJOL_04288	contig_1_pilon	4792346	4793143	+	798	4
HFFIBJOL_04289	contig_1_pilon	4793185	4794249	+	1065	52
HFFIBJOL_04290	contig_1_pilon	4794301	4795080	-	780	2301
HFFIBJOL_04291	contig_1_pilon	4795353	4796858	-	1506	505
HFFIBJOL_04292	contig_1_pilon	4797074	4797778	+	705	933
HFFIBJOL_04293	contig_1_pilon	4797762	4798481	+	720	314
HFFIBJOL_04294	contig_1_pilon	4798885	4799952	+	1068	693
HFFIBJOL_04295	contig_1_pilon	4800013	4801986	-	1974	123
HFFIBJOL_04296	contig_1_pilon	4801983	4803941	-	1959	139
HFFIBJOL_04297	contig_1_pilon	4804293	4804973	-	681	28
HFFIBJOL_04298	contig_1_pilon	4805095	4805169	-	75	0
HFFIBJOL_04299	contig_1_pilon	4805501	4806817	+	1317	5399
HFFIBJOL_04300	contig_1_pilon	4806829	4808481	+	1653	2709
HFFIBJOL_04301	contig_1_pilon	4808517	4809443	+	927	4287
HFFIBJOL_04302	contig_1_pilon	4809487	4810605	+	1119	3237
HFFIBJOL_04303	contig_1_pilon	4810853	4811446	+	594	3662
HFFIBJOL_04304	contig_1_pilon	4811617	4812204	+	588	1417
HFFIBJOL_04305	contig_1_pilon	4812284	4812359	-	76	107
HFFIBJOL_04306	contig_1_pilon	4812459	4813217	-	759	3308
HFFIBJOL_04307	contig_1_pilon	4813520	4814335	-	816	103
HFFIBJOL_04308	contig_1_pilon	4814325	4814978	-	654	39
HFFIBJOL_04309	contig_1_pilon	4814975	4815706	-	732	53
HFFIBJOL_04310	contig_1_pilon	4815703	4816437	-	735	100
HFFIBJOL_04311	contig_1_pilon	4816893	4817393	+	501	434
HFFIBJOL_04312	contig_1_pilon	4817374	4818798	-	1425	125
HFFIBJOL_04313	contig_1_pilon	4818844	4819809	-	966	416
HFFIBJOL_04314	contig_1_pilon	4820017	4820946	+	930	933
HFFIBJOL_04315	contig_1_pilon	4821086	4821826	+	741	301
HFFIBJOL_04316	contig_1_pilon	4821927	4823072	+	1146	21
HFFIBJOL_04317	contig_1_pilon	4823168	4825147	-	1980	130
HFFIBJOL_04318	contig_1_pilon	4825442	4826692	+	1251	502
HFFIBJOL_04319	contig_1_pilon	4826753	4826828	-	76	7
HFFIBJOL_04320	contig_1_pilon	4826969	4827661	-	693	76
HFFIBJOL_04321	contig_1_pilon	4828102	4828488	-	387	167
HFFIBJOL_04322	contig_1_pilon	4828716	4830104	-	1389	46
HFFIBJOL_04323	contig_1_pilon	4830101	4831648	-	1548	28
HFFIBJOL_04324	contig_1_pilon	4831639	4832937	-	1299	28
HFFIBJOL_04325	contig_1_pilon	4832954	4834006	-	1053	0
HFFIBJOL_04326	contig_1_pilon	4834350	4834943	+	594	62
HFFIBJOL_04327	contig_1_pilon	4835123	4836670	-	1548	12
HFFIBJOL_04328	contig_1_pilon	4836904	4837464	+	561	0
HFFIBJOL_04329	contig_1_pilon	4837521	4838387	+	867	17
HFFIBJOL_04330	contig_1_pilon	4838428	4838973	-	546	6
HFFIBJOL_04331	contig_1_pilon	4839207	4839899	+	693	17
HFFIBJOL_04332	contig_1_pilon	4839994	4841445	+	1452	0
HFFIBJOL_04333	contig_1_pilon	4841634	4842680	+	1047	2
HFFIBJOL_04334	contig_1_pilon	4842776	4844230	-	1455	14
HFFIBJOL_04335	contig_1_pilon	4844328	4845170	-	843	9
HFFIBJOL_04336	contig_1_pilon	4845180	4846235	-	1056	6
HFFIBJOL_04337	contig_1_pilon	4846239	4847570	-	1332	31
HFFIBJOL_04338	contig_1_pilon	4847761	4848819	+	1059	8
HFFIBJOL_04339	contig_1_pilon	4848884	4850296	-	1413	43
HFFIBJOL_04340	contig_1_pilon	4850385	4851539	-	1155	7
HFFIBJOL_04341	contig_1_pilon	4851797	4852762	-	966	12
HFFIBJOL_04342	contig_1_pilon	4852886	4853536	+	651	67
HFFIBJOL_04343	contig_1_pilon	4853673	4853748	-	76	33
HFFIBJOL_04344	contig_1_pilon	4853857	4854465	-	609	1210
HFFIBJOL_04345	contig_1_pilon	4854471	4855985	-	1515	638
HFFIBJOL_04346	contig_1_pilon	4856289	4856594	-	306	8
HFFIBJOL_04347	contig_1_pilon	4856984	4857505	+	522	1876
HFFIBJOL_04348	contig_1_pilon	4858117	4859946	-	1830	81
HFFIBJOL_04349	contig_1_pilon	4860018	4860209	-	192	2
HFFIBJOL_04350	contig_1_pilon	4860464	4862107	+	1644	270
HFFIBJOL_04351	contig_1_pilon	4862220	4863374	-	1155	758
HFFIBJOL_04352	contig_1_pilon	4863378	4864316	-	939	233
HFFIBJOL_04353	contig_1_pilon	4864313	4866313	-	2001	186
HFFIBJOL_04354	contig_1_pilon	4866326	4867951	-	1626	385
HFFIBJOL_04355	contig_1_pilon	4868123	4868851	+	729	131
HFFIBJOL_04356	contig_1_pilon	4868932	4870140	+	1209	454
HFFIBJOL_04357	contig_1_pilon	4870223	4871107	+	885	64
HFFIBJOL_04358	contig_1_pilon	4871187	4871981	-	795	158
HFFIBJOL_04359	contig_1_pilon	4872094	4873080	+	987	58
HFFIBJOL_04360	contig_1_pilon	4873199	4875553	-	2355	543
HFFIBJOL_04361	contig_1_pilon	4875596	4878505	-	2910	383
HFFIBJOL_04362	contig_1_pilon	4878715	4879185	+	471	0
HFFIBJOL_04363	contig_1_pilon	4879479	4881833	-	2355	111
HFFIBJOL_04364	contig_1_pilon	4882033	4882527	-	495	402
HFFIBJOL_04365	contig_1_pilon	4882691	4883086	-	396	220
HFFIBJOL_04366	contig_1_pilon	4883155	4884279	-	1125	31
HFFIBJOL_04367	contig_1_pilon	4884622	4885485	+	864	10
HFFIBJOL_04368	contig_1_pilon	4885760	4887967	+	2208	3221
HFFIBJOL_04369	contig_1_pilon	4888096	4889049	-	954	4003
HFFIBJOL_04370	contig_1_pilon	4889475	4891178	-	1704	5542
HFFIBJOL_04371	contig_1_pilon	4891320	4892012	-	693	16
HFFIBJOL_04372	contig_1_pilon	4892015	4894429	-	2415	51
HFFIBJOL_04373	contig_1_pilon	4894401	4895216	-	816	10
HFFIBJOL_04374	contig_1_pilon	4895423	4898284	+	2862	135
HFFIBJOL_04375	contig_1_pilon	4898474	4900114	+	1641	404
HFFIBJOL_04376	contig_1_pilon	4900210	4901442	+	1233	49
HFFIBJOL_04377	contig_1_pilon	4901558	4905325	+	3768	96
HFFIBJOL_04378	contig_1_pilon	4905550	4906971	+	1422	1809
HFFIBJOL_04379	contig_1_pilon	4907069	4907695	-	627	0
HFFIBJOL_04380	contig_1_pilon	4907913	4909733	-	1821	97
HFFIBJOL_04381	contig_1_pilon	4910255	4911028	-	774	398
HFFIBJOL_04382	contig_1_pilon	4911094	4912053	-	960	6
HFFIBJOL_04383	contig_1_pilon	4912097	4913317	-	1221	18
HFFIBJOL_04384	contig_1_pilon	4913538	4914689	+	1152	186
HFFIBJOL_04385	contig_1_pilon	4914686	4915861	+	1176	141
HFFIBJOL_04386	contig_1_pilon	4915858	4916733	+	876	43
HFFIBJOL_04387	contig_1_pilon	4917083	4919350	+	2268	273
HFFIBJOL_04388	contig_1_pilon	4919369	4919464	+	96	125
HFFIBJOL_04389	contig_1_pilon	4919454	4920755	+	1302	7614
HFFIBJOL_04390	contig_1_pilon	4921267	4923564	-	2298	386
HFFIBJOL_04391	contig_1_pilon	4923570	4923866	-	297	137
HFFIBJOL_04392	contig_1_pilon	4924252	4925559	+	1308	39
HFFIBJOL_04393	contig_1_pilon	4925584	4926399	-	816	25
HFFIBJOL_04394	contig_1_pilon	4926396	4927511	-	1116	88
HFFIBJOL_04395	contig_1_pilon	4927845	4928795	-	951	256
HFFIBJOL_04396	contig_1_pilon	4928873	4929076	-	204	96
HFFIBJOL_04397	contig_1_pilon	4929373	4930890	-	1518	86
HFFIBJOL_04398	contig_1_pilon	4930893	4931756	-	864	60
HFFIBJOL_04399	contig_1_pilon	4932145	4933164	-	1020	55
HFFIBJOL_04400	contig_1_pilon	4933198	4934118	-	921	180
HFFIBJOL_04401	contig_1_pilon	4934399	4935454	+	1056	100
HFFIBJOL_04402	contig_1_pilon	4935610	4936503	+	894	71
HFFIBJOL_04403	contig_1_pilon	4936534	4937445	+	912	118
HFFIBJOL_04404	contig_1_pilon	4937442	4939352	+	1911	106
HFFIBJOL_04405	contig_1_pilon	4939443	4940936	+	1494	263
HFFIBJOL_04406	contig_1_pilon	4941141	4941620	+	480	50
HFFIBJOL_04407	contig_1_pilon	4941685	4942914	-	1230	80
HFFIBJOL_04408	contig_1_pilon	4943124	4945979	+	2856	147
HFFIBJOL_04409	contig_1_pilon	4945976	4946896	+	921	32
HFFIBJOL_04410	contig_1_pilon	4946920	4947459	-	540	8
HFFIBJOL_04411	contig_1_pilon	4947651	4948139	+	489	3819
HFFIBJOL_04412	contig_1_pilon	4948198	4949220	-	1023	268
HFFIBJOL_04413	contig_1_pilon	4949596	4951725	+	2130	148
HFFIBJOL_04414	contig_1_pilon	4951928	4953007	+	1080	678
HFFIBJOL_04415	contig_1_pilon	4953341	4953820	+	480	2970
HFFIBJOL_04416	contig_1_pilon	4953961	4954167	+	207	409
HFFIBJOL_04417	contig_1_pilon	4954376	4954855	+	480	1423
HFFIBJOL_04418	contig_1_pilon	4955101	4955901	+	801	129
HFFIBJOL_04419	contig_1_pilon	4956017	4956667	-	651	110
HFFIBJOL_04420	contig_1_pilon	4956664	4957707	-	1044	25
HFFIBJOL_04421	contig_1_pilon	4957704	4959770	-	2067	38
HFFIBJOL_04422	contig_1_pilon	4959770	4960381	-	612	6
HFFIBJOL_04423	contig_1_pilon	4960626	4961498	-	873	28
HFFIBJOL_04424	contig_1_pilon	4961595	4962905	+	1311	48
HFFIBJOL_04425	contig_1_pilon	4963278	4963691	-	414	32
HFFIBJOL_04426	contig_1_pilon	4964079	4966040	+	1962	99
HFFIBJOL_04427	contig_1_pilon	4966043	4966450	+	408	25
HFFIBJOL_04428	contig_1_pilon	4966524	4966886	+	363	85
HFFIBJOL_04429	contig_1_pilon	4966867	4967490	+	624	41
HFFIBJOL_04430	contig_1_pilon	4967880	4968089	+	210	1216
HFFIBJOL_04431	contig_1_pilon	4968182	4969423	-	1242	10
HFFIBJOL_04432	contig_1_pilon	4969736	4970338	+	603	63
HFFIBJOL_04433	contig_1_pilon	4970490	4970563	-	74	47
HFFIBJOL_04434	contig_1_pilon	4970867	4972783	+	1917	340
HFFIBJOL_04435	contig_1_pilon	4972939	4975233	+	2295	382
HFFIBJOL_04436	contig_1_pilon	4975423	4976145	+	723	55
HFFIBJOL_04437	contig_1_pilon	4976485	4977891	+	1407	210
HFFIBJOL_04438	contig_1_pilon	4978640	4980304	+	1665	2329
HFFIBJOL_04439	contig_1_pilon	4980349	4980759	+	411	257
HFFIBJOL_04440	contig_1_pilon	4980756	4981496	+	741	12
HFFIBJOL_04441	contig_1_pilon	4981639	4982043	-	405	265
HFFIBJOL_04442	contig_1_pilon	4982118	4983158	+	1041	32
HFFIBJOL_04443	contig_1_pilon	4983244	4984731	-	1488	121
HFFIBJOL_04444	contig_1_pilon	4985320	4986702	-	1383	202
HFFIBJOL_04445	contig_1_pilon	4986948	4988714	-	1767	84
HFFIBJOL_04446	contig_1_pilon	4988716	4991619	-	2904	139
HFFIBJOL_04447	contig_1_pilon	4991616	4992959	-	1344	61
HFFIBJOL_04448	contig_1_pilon	4993311	4994327	-	1017	70
HFFIBJOL_04449	contig_1_pilon	4994327	4995805	-	1479	112
HFFIBJOL_04450	contig_1_pilon	4996500	4997480	-	981	8
HFFIBJOL_04451	contig_1_pilon	4997627	4998940	-	1314	31
HFFIBJOL_04452	contig_1_pilon	4998949	4999857	-	909	22
HFFIBJOL_04453	contig_1_pilon	4999864	5000853	-	990	14
HFFIBJOL_04454	contig_1_pilon	5000866	5002206	-	1341	43
HFFIBJOL_04455	contig_1_pilon	5002478	5003671	-	1194	22
HFFIBJOL_04456	contig_1_pilon	5003750	5004181	-	432	16
HFFIBJOL_04457	contig_1_pilon	5004336	5005223	+	888	64
HFFIBJOL_04458	contig_1_pilon	5005220	5005417	+	198	72
HFFIBJOL_04459	contig_1_pilon	5005421	5006053	-	633	183
HFFIBJOL_04460	contig_1_pilon	5006143	5006460	+	318	20
HFFIBJOL_04461	contig_1_pilon	5006481	5008595	-	2115	2739
HFFIBJOL_04462	contig_1_pilon	5008592	5009608	-	1017	685
HFFIBJOL_04463	contig_1_pilon	5009605	5010138	-	534	1018
HFFIBJOL_04464	contig_1_pilon	5010350	5012188	+	1839	213
HFFIBJOL_04465	contig_1_pilon	5012216	5012677	+	462	148
HFFIBJOL_04466	contig_1_pilon	5012682	5013071	+	390	55
HFFIBJOL_04467	contig_1_pilon	5013076	5013666	+	591	46
HFFIBJOL_04468	contig_1_pilon	5013698	5014201	+	504	24
HFFIBJOL_04469	contig_1_pilon	5014288	5015358	-	1071	229
HFFIBJOL_04470	contig_1_pilon	5015636	5016172	+	537	1874
HFFIBJOL_04471	contig_1_pilon	5016251	5019640	-	3390	171
HFFIBJOL_04472	contig_1_pilon	5020133	5020450	+	318	318
HFFIBJOL_04473	contig_1_pilon	5020450	5022549	+	2100	160
HFFIBJOL_04474	contig_1_pilon	5022699	5024390	+	1692	33
HFFIBJOL_04475	contig_1_pilon	5024462	5024731	+	270	895
HFFIBJOL_04476	contig_1_pilon	5024942	5025916	+	975	279
HFFIBJOL_04477	contig_1_pilon	5025986	5026960	+	975	39
HFFIBJOL_04478	contig_1_pilon	5027084	5028241	+	1158	281
HFFIBJOL_04479	contig_1_pilon	5028313	5030889	-	2577	815
HFFIBJOL_04480	contig_1_pilon	5031023	5031622	+	600	40
HFFIBJOL_04481	contig_1_pilon	5031662	5031898	+	237	71
HFFIBJOL_04482	contig_1_pilon	5031885	5032232	+	348	80
HFFIBJOL_04483	contig_1_pilon	5032292	5032834	+	543	73
HFFIBJOL_04484	contig_1_pilon	5032905	5033936	-	1032	1032
HFFIBJOL_04485	contig_1_pilon	5034021	5037356	-	3336	292
HFFIBJOL_04486	contig_1_pilon	5037769	5039511	+	1743	83
HFFIBJOL_04487	contig_1_pilon	5039530	5040576	-	1047	43
HFFIBJOL_04488	contig_1_pilon	5040792	5043374	-	2583	149
HFFIBJOL_04489	contig_1_pilon	5043497	5044165	+	669	65
HFFIBJOL_04490	contig_1_pilon	5044352	5044993	-	642	7376
HFFIBJOL_04491	contig_1_pilon	5045197	5046702	-	1506	112
HFFIBJOL_04492	contig_1_pilon	5046936	5048348	-	1413	44
HFFIBJOL_04493	contig_1_pilon	5048661	5049260	+	600	10
HFFIBJOL_04494	contig_1_pilon	5049360	5050082	-	723	10
HFFIBJOL_04495	contig_1_pilon	5050108	5051961	+	1854	27
HFFIBJOL_04496	contig_1_pilon	5051922	5053424	-	1503	74
HFFIBJOL_04497	contig_1_pilon	5053629	5054117	+	489	462
HFFIBJOL_04498	contig_1_pilon	5054203	5055012	+	810	74
HFFIBJOL_04499	contig_1_pilon	5055040	5056269	-	1230	24
HFFIBJOL_04500	contig_1_pilon	5056397	5057539	+	1143	196
HFFIBJOL_04501	contig_1_pilon	5057679	5058140	+	462	0
HFFIBJOL_04502	contig_1_pilon	5058082	5059287	-	1206	42
HFFIBJOL_04503	contig_1_pilon	5059611	5060432	+	822	2
